"","YEAR","PRIMARY_SAMPLE_UNIT","richness","simpson","shannon","func.div","evenness"
"27",1999,"027U",54,11.35062678,18.2471632,1.99399287554242,0.608995407692178
"28",1999,"028U",38,10.24627326,15.67851735,1.78083183116839,0.63968630661897
"29",1999,"029U",44,12.95672938,21.2621521,1.93916337539486,0.676925721009938
"30",1999,"030U",39,5.56282463,9.89461201,1.86389271298247,0.468425584606874
"31",1999,"031U",44,5.79027345,8.98509692,1.49412566599413,0.464083380728182
"32",1999,"032U",44,6.83851191,12.23162449,1.85058642891289,0.508053331716255
"33",1999,"033U",45,6.95576027,13.56399549,1.76416589143238,0.509519858335178
"34",1999,"034U",34,9.61784641,15.03266656,1.71269825800221,0.64191405220837
"35",1999,"035U",35,7.3221471,11.99831528,1.5958095795959,0.559974317642841
"36",1999,"036U",45,11.73668356,20.4692427,1.96904848849254,0.646949733667163
"37",1999,"037U",39,6.0792831,10.12242859,1.96686798297637,0.492659043739406
"38",1999,"038U",37,6.1163442,13.01085169,1.67824884533298,0.501524711493093
"39",1999,"039U",34,7.49593854,13.6095544,1.8617390929044,0.57122955307929
"40",1999,"040U",37,5.21209061,10.96118374,1.79783971578748,0.457219212243947
"41",1999,"041U",44,5.92249857,11.74648781,2.06159182517793,0.470050020873193
"42",1999,"042U",53,13.7644149,24.41231391,2.08135853954074,0.660426660951029
"43",1999,"043U",44,6.44333451,12.99642207,1.66428923456384,0.492323685319515
"44",1999,"044U",45,21.34938407,29.26278501,1.95386382947355,0.804122482158615
"45",1999,"045U",51,10.04832848,19.68048581,2.19927526614226,0.586853669400881
"46",1999,"046U",33,15.11645267,19.88727885,1.7950067717354,0.776713244250957
"47",1999,"047U",50,10.18282251,18.28617663,2.05933378641399,0.593223053700635
"48",1999,"048U",50,10.23282426,17.89177514,1.94312341640794,0.594475189548761
"49",1999,"049U",42,6.29335032,11.71138073,1.62892164342188,0.492149857683337
"50",1999,"050U",46,9.49593847,17.68103585,1.75686014540381,0.587901541093631
"51",1999,"051U",31,5.54768091,10.09364658,1.50614050595967,0.498947690990384
"52",1999,"052U",42,7.66852555,13.31436509,1.70298950545107,0.545025261333629
"53",1999,"053U",42,8.10407664,14.67329134,1.83725199165703,0.559805289716883
"54",1999,"054U",33,2.03069573,4.11872408,1.48543486545153,0.20259600317305
"55",1999,"055U",37,5.61900419,10.76622314,1.74232818829668,0.478037579185742
"56",1999,"056U",33,4.63223785,9.45176762,1.59725888819392,0.438448955466852
"57",1999,"057U",48,3.49149042,7.97835914,1.73935874571554,0.322982117557593
"58",1999,"058U",35,11.58394161,16.99650131,2.09781672374955,0.688995775471863
"59",1999,"059U",47,4.48939185,10.06395555,1.93549418182817,0.390041474521311
"60",1999,"060U",36,3.25529215,6.54435298,1.49276975713819,0.329363970550765
"61",1999,"061U",37,9.87889483,14.76517739,1.66826956349406,0.634298729936219
"62",1999,"062U",37,8.13996344,13.54899915,1.71033004803204,0.580679411667064
"63",1999,"063U",39,10.94797356,17.67412436,1.81068693018348,0.653231638193026
"64",1999,"064U",37,13.26587459,19.60904235,1.99756841345877,0.715938434469669
"65",1999,"065U",30,7.18653926,13.84572513,1.76363852505537,0.579857475992638
"66",1999,"066U",34,6.05759508,11.27515583,1.8602371720428,0.510813587144257
"67",1999,"067U",30,7.70192669,12.68350025,1.941742453234,0.600221124646175
"68",1999,"068U",36,11.21686747,18.62252918,1.98578104643136,0.674593524130213
"69",1999,"069U",37,9.65361207,14.83627983,2.00631147420695,0.627910190039029
"70",1999,"070U",38,9.28542928,15.72019046,2.02631700564006,0.612616809614594
"71",1999,"071U",28,4.65522378,7.45417956,1.77124518922446,0.4615532985143
"72",1999,"072U",35,13.52267864,18.26961968,1.95784691949069,0.732521297482762
"73",1999,"073U",40,16.67704242,23.64834538,2.15852134054398,0.762842240599104
"74",1999,"074U",29,9.24755448,13.74722302,2.02252473895529,0.660577284644218
"75",1999,"075U",31,8.85844623,13.88488193,2.09603450270106,0.635229909092355
"76",1999,"076U",16,3.63250735,6.4820348,1.75931417129428,0.465241429236432
"77",1999,"077U",32,7.61107319,12.55602465,1.96155293539342,0.585619978672656
"78",1999,"078U",16,5.31591887,8.51570627,1.79715336694263,0.602579771635884
"79",1999,"079U",36,8.52988468,13.57380984,1.8714732167488,0.598176228208612
"80",1999,"080U",44,7.88934219,13.71481265,2.03974838376997,0.545826969298825
"81",1999,"081U",48,7.3385228,15.11959875,1.93528621296949,0.514862845615084
"82",1999,"082U",38,13.1695286,18.52904938,1.72561778971993,0.708685817609114
"83",1999,"083U",36,5.69997654,10.17982384,1.64377621173549,0.485685185245071
"84",1999,"084U",44,4.04463024,9.67221398,1.79289988133266,0.369270641789131
"85",1999,"085U",31,8.01899582,14.70687182,1.7527221970216,0.606237903790662
"86",1999,"086U",43,5.50391389,12.844688,1.64320368433942,0.453434915412493
"87",1999,"087U",34,9.94613561,14.28987151,1.77725438322741,0.651432001555085
"88",1999,"088U",41,10.58685311,17.75171471,1.83212422757529,0.635402495492215
"89",1999,"089U",31,11.85365854,16.44273291,1.94159202469313,0.720048273321072
"90",1999,"090U",46,11.71517529,21.04367532,2.1182031364266,0.642756732800251
"91",1999,"091U",39,6.50848,12.68478817,1.85805430293559,0.511280039191869
"92",1999,"092U",50,11.24494539,20.66158923,1.91595625254259,0.61858499435942
"93",1999,"093U",39,3.40481265,8.09971359,1.64440861457757,0.334425904391558
"94",1999,"094U",45,3.22415989,7.79176745,1.67800710653981,0.307532495644214
"95",1999,"095U",30,12.20930233,17.71200803,2.07972997952111,0.73568154567826
"96",1999,"096U",22,5.19427076,9.57471722,1.63464258023674,0.533009903830157
"97",1999,"097U",25,9.12710409,13.54892457,1.87461995101822,0.686962957932198
"98",1999,"098U",25,1.43883043,2.34462759,1.24472343971331,0.113030326445356
"99",1999,"099U",36,8.47894645,14.02269961,1.95348217848568,0.59650478746007
"100",1999,"100U",29,7.4395742,12.23662822,1.96416734727942,0.595971877009492
"101",1999,"101U",31,11.52321267,16.58611502,2.12656468499481,0.711814968665707
"102",1999,"102U",31,9.78888271,13.77028335,1.77808846687437,0.664314450832752
"103",1999,"103U",40,13.40815511,21.80055807,2.01779286277168,0.703699631338154
"104",1999,"104U",33,10.06126915,14.72953455,2.17152151289373,0.660285520292319
"105",1999,"105U",40,14.995053,22.81756007,1.98467644086157,0.734022453328518
"106",1999,"106U",35,5.92392567,11.18816183,1.82490099553771,0.500372767427328
"107",1999,"107U",47,10.01518438,15.85742401,1.84220457430647,0.598445207266071
"108",1999,"108U",57,6.8658868,14.73118586,1.76899637416406,0.476512683357091
"109",1999,"109U",63,13.97581704,24.07595425,2.32055775183743,0.636553879123243
"110",1999,"110U",27,6.33774348,11.07568907,1.78413848380094,0.560259158000948
"111",1999,"111U",40,12.165929,18.69590331,1.91756492953552,0.677343722214377
"112",1999,"201U",45,14.8939314,21.99861218,2.1209715376347,0.709533311279443
"113",1999,"202U",40,5.5183355,10.79662444,1.922816585975,0.463033909436802
"114",1999,"203U",30,8.33713163,13.36046022,1.60053057895127,0.623521363231852
"115",1999,"204U",34,7.07979481,11.9319938,1.57676931252125,0.555032564723834
"116",1999,"205U",35,9.26443027,13.52037532,1.91232558565356,0.626150330893411
"117",1999,"206U",31,8.37108118,12.77038684,1.6867387371025,0.618751009424544
"118",1999,"207U",35,9.47950154,14.65974968,1.83900360346616,0.632605217633611
"119",1999,"208U",43,9.80290027,16.56458596,1.87184034133841,0.606901578545329
"120",1999,"209U",46,10.29892415,16.79057293,2.17680123576671,0.60910364705873
"121",1999,"210U",34,5.03010033,10.31805589,2.04317615797402,0.458104019666263
"122",1999,"211U",36,8.09092401,13.72912893,1.66016225408325,0.583432926381805
"123",1999,"212U",26,7.91741472,11.91234583,1.87353577307904,0.635053229506229
"124",1999,"213U",27,6.23199822,11.56160064,1.58062721156592,0.555154001275574
"125",1999,"214U",18,7.14391144,10.26542106,1.56585244862881,0.680279428272583
"126",1999,"217U",28,5.39633005,10.42406448,1.53962385204782,0.50588704795739
"127",1999,"218U",37,12.88625927,21.19611054,2.26062999289298,0.707898000680252
"128",1999,"219U",26,7.51958225,11.41624868,1.58025119106507,0.619229835704776
"129",1999,"220U",30,7.61016097,13.83563517,1.98133965531216,0.596697014548598
"130",1999,"221U",35,10.99269184,18.32926585,1.99798731832413,0.674260475286462
"131",1999,"222U",57,5.62343573,10.71490797,1.83121097835136,0.427138490949828
"132",1999,"223U",48,10.21884933,18.18227783,2.11974794477376,0.600390933303407
"133",1999,"224U",41,8.0079328,15.60055381,1.77277007304423,0.560224122101137
"134",1999,"225U",51,12.28095056,18.61515311,2.26453743998439,0.637884169041082
"135",1999,"226U",26,5.45582402,9.38304135,1.48516532707685,0.520759174975026
"136",1999,"227U",26,9.67003473,14.37639103,1.86720762441477,0.696428689214435
"137",1999,"228U",37,6.79311876,12.35683296,1.71506483988133,0.530588121540873
"138",1999,"229U",27,7.65301479,11.91991152,1.65500355816217,0.617475846978938
"139",1999,"230U",48,6.68685401,13.46774608,1.97971833000737,0.490840828167847
"140",1999,"231U",34,3.74014364,8.07266849,1.51607305064069,0.374075199761626
"141",1999,"232U",59,5.41866696,10.15777298,1.84514639541307,0.414429017762875
"142",1999,"233U",26,10.3660539,14.63013781,1.85266259730703,0.717761549458607
"143",1999,"234U",35,9.75507066,16.72344678,1.88406924376384,0.640665042660364
"144",1999,"235U",33,8.33472684,12.73597476,1.71934853641781,0.606442487495583
"145",1999,"236U",33,12.03488256,16.89898987,1.9735664737375,0.711512636292561
"146",1999,"237U",43,9.94922411,16.06871609,1.80487342729384,0.610840821713419
"147",1999,"238U",32,6.50902619,12.71663984,1.84579928718844,0.540488343766363
"148",1999,"239U",35,10.01049053,15.06407995,1.71355411620504,0.647934760878467
"149",1999,"240U",51,6.14213522,10.22641247,1.99661033476057,0.461661479010914
"150",1999,"241U",45,5.31103861,9.19323886,1.8708055918214,0.438648662920104
"151",1999,"242U",34,6.66345233,11.47499857,1.72559691764242,0.537845664095088
"152",1999,"243U",33,9.98695457,15.03672652,1.76411703728384,0.658165228437698
"153",1999,"244U",35,4.24221079,7.70849551,1.47598788947715,0.406453748305407
"154",1999,"245U",50,10.92084653,19.04618411,1.77392843248117,0.611109261027459
"155",1999,"246U",44,13.36333136,20.16805326,1.81513687381804,0.685091060729333
"156",1999,"247U",44,12.58291807,19.36729343,1.87613338926885,0.66918955712084
"157",1999,"248U",45,11.75478436,17.81954109,1.86490188515428,0.647354564138987
"158",1999,"641U",36,3.59531345,8.26057431,1.66614891249207,0.357087879047682
"159",1999,"643U",36,7.30146511,14.31629319,2.07762919443968,0.554782899777936
"160",1999,"644U",55,12.52052503,19.20871958,2.15630533972027,0.630686090468646
"161",1999,"645U",52,7.50020694,11.80318867,1.9750434859462,0.509948450488837
"162",2000,"001U",46,11.43341696,18.26434929,1.87621066373363,0.636398170378771
"163",2000,"002U",42,10.91880629,18.48394982,1.96214958487292,0.639566065083051
"164",2000,"003U",27,10.99807877,14.93718489,1.8661321348617,0.727499781630787
"165",2000,"004U",22,4.68487074,8.029608,1.59011302358109,0.499617312779521
"166",2000,"005U",35,9.5041043,16.01988729,1.77118752808634,0.633334260858303
"167",2000,"006U",30,6.36580353,11.1182747,1.75130209680389,0.544202602504735
"168",2000,"007U",31,12.1494179,17.40075621,2.14963242333373,0.727224975177223
"169",2000,"008U",28,6.65560472,12.27021094,1.96467979170152,0.568830427097969
"170",2000,"009U",36,5.84912618,11.98617301,1.73828549795552,0.492893245410922
"171",2000,"010U",31,12.14489897,18.08017217,2.07731120303728,0.727116641581417
"172",2000,"011U",40,12.96509644,19.00811629,1.97841112060021,0.694590563244331
"173",2000,"012U",35,8.51492976,13.57765337,1.80537102225133,0.602422330597076
"174",2000,"013U",45,11.01324845,18.22651436,1.92233859915094,0.630236843747506
"175",2000,"014U",42,7.37559081,13.766179,1.72412848366771,0.534604770564403
"176",2000,"015U",39,12.52439078,19.14600619,2.00747092285163,0.689950995758175
"177",2000,"016U",25,7.70054555,12.22243989,2.28787680222133,0.634162759925237
"178",2000,"017U",32,6.52912401,10.84780277,2.22441029028303,0.541377888884304
"179",2000,"018U",29,7.09437196,11.0849313,1.93820199822728,0.58186208981573
"180",2000,"019U",37,8.21990588,13.3583228,2.26862625648,0.583385945185946
"181",2000,"020U",30,8.53695557,13.0352542,1.82816332265007,0.630485153441911
"182",2000,"021U",34,11.53546911,15.81773058,2.17007554487254,0.693470376019827
"183",2000,"022U",49,9.06135718,15.97899452,1.79539123562488,0.566320831644977
"184",2000,"023U",49,5.37455136,11.32718721,1.65879119851542,0.432105023687424
"185",2000,"024U",48,7.59626557,15.25472288,1.69501790617568,0.523779764421463
"186",2000,"025U",37,5.46665692,12.18702571,1.71726724713097,0.470425333702924
"187",2000,"026U",43,11.84648898,18.74546751,1.96877031733866,0.657245416099438
"188",2000,"027U",24,3.88863656,7.57731834,1.45674039562228,0.427323975780371
"189",2000,"028U",44,12.56896552,19.87675564,2.1576655049573,0.668896373155942
"190",2000,"029U",35,5.52743478,10.24326838,1.96485165830706,0.480887891893035
"191",2000,"030U",35,2.21120956,4.30163287,1.53956817517901,0.223196059844519
"192",2000,"031U",37,12.22397836,18.35481769,1.92291657144642,0.693286173332562
"193",2000,"032U",40,11.7863565,19.7946069,1.86349361884108,0.66875121963904
"194",2000,"033U",39,10.49230322,15.49087058,1.86943734479455,0.641627516916368
"195",2000,"034U",37,6.69175065,12.96472944,1.75330585916918,0.526424462509897
"196",2000,"035U",33,6.94351815,11.86822413,1.99696584284404,0.554212610940065
"197",2000,"036U",50,6.49464288,12.0369894,1.93590992486609,0.478263461806305
"198",2000,"037U",48,5.72467138,11.53572975,1.84003405306057,0.450709002600497
"199",2000,"038U",40,2.60191945,5.10838345,1.67041003928236,0.259224903944119
"200",2000,"039U",35,10.61802101,16.44567951,1.85049325650742,0.664506712604692
"201",2000,"041U",35,3.05002786,6.29667003,1.62099711229215,0.313654445995268
"202",2000,"042U",31,14.51572565,18.6264732,1.80983542785717,0.779045590529673
"203",2000,"043U",29,6.52418657,10.53657231,1.64793511905218,0.556979955512932
"204",2000,"044U",44,6.94061023,13.2494576,1.96960457052216,0.511969506685984
"205",2000,"045U",49,8.18762826,13.8192859,1.97123906050631,0.540267562355118
"206",2000,"046U",42,8.10858359,14.89415471,2.11852072801624,0.559954040189482
"207",2000,"047U",49,12.3284268,18.86116744,2.12010108240454,0.64543260611505
"208",2000,"048U",51,9.65111577,17.52144425,1.88449894938883,0.576595643939558
"209",2000,"049U",40,8.68781265,15.36567268,1.92718189199782,0.586064474557975
"210",2000,"050U",38,11.13594799,15.65692475,2.05312344709254,0.662576314952761
"211",2000,"052U",38,11.51029394,18.38466572,1.91527026924937,0.671665674199186
"212",2000,"053U",47,17.49284737,25.15157871,2.04496393478372,0.743294120553142
"213",2000,"054U",33,8.43253617,13.21679801,1.70579424216098,0.609779198113373
"214",2000,"055U",30,7.36549118,12.12329584,1.59586197799567,0.587089049900494
"215",2000,"056U",30,8.36075396,12.18093308,1.94871438496422,0.62435324144284
"216",2000,"057U",34,6.90615049,12.37677195,1.66129158776945,0.547990591736741
"217",2000,"058U",35,9.50210236,15.28762812,2.02260087840241,0.633275008969059
"218",2000,"059U",46,9.96201863,14.84516017,2.0168304345842,0.600416567367754
"219",2000,"060U",44,6.44496747,11.1008248,1.90032603339798,0.49239064860403
"220",2000,"061U",35,5.67637966,10.90036719,1.86001085111395,0.488366712661063
"221",2000,"062U",32,7.47773256,12.4832351,1.88831105535794,0.580520174861722
"222",2000,"063U",34,7.09166498,14.31054069,1.67942373490634,0.555507621472786
"223",2000,"064U",45,9.34167411,16.55757615,1.70261635077351,0.586993326434656
"224",2000,"065U",43,11.13637209,18.49819907,1.79384438290598,0.640810497293947
"225",2000,"066U",50,14.17106483,22.72721378,2.28774427285713,0.677706187748571
"226",2000,"067U",31,8.46757412,13.07808567,2.04326434926357,0.622088532121658
"227",2000,"068U",42,10.42509857,15.88436437,1.97580106414462,0.627186579496969
"228",2000,"069U",43,17.07355099,24.31325301,2.29133044503752,0.754421581737566
"229",2000,"070U",38,11.36395974,17.93516552,2.23732148071273,0.668148275862332
"230",2000,"071U",41,13.89829297,20.9772073,2.2362446397314,0.708688555750839
"231",2000,"072U",40,12.65500988,18.58364469,2.26007014919071,0.688028222802597
"232",2000,"073U",15,2.87965921,4.44688737,1.41625032625905,0.390565860826401
"233",2000,"074U",15,3.67867868,6.12813953,1.7606096222318,0.480993163445873
"234",2000,"075U",20,7.78983205,10.60535778,1.93720144126846,0.685247916752119
"235",2000,"076U",42,8.13307,14.56416728,1.83294389685849,0.560760762870549
"236",2000,"077U",46,5.3939269,10.56049843,1.79683787324585,0.440175377531197
"237",2000,"078U",40,5.95055151,11.73889472,2.02122445533346,0.483475789412002
"238",2000,"079U",35,12.79779412,20.01801731,1.73420837575797,0.717024824975221
"239",2000,"081U",39,9.86593407,15.43519525,2.08900389087333,0.624825795479457
"240",2000,"082U",35,8.92512093,14.95296905,2.03481133128736,0.615655581291702
"241",2000,"083U",36,7.35840303,11.95434427,1.71505804089755,0.55695057381413
"242",2000,"084U",23,10.32833583,12.98121515,1.91679775513552,0.744664479945682
"243",2000,"085U",36,6.7296498,11.47327263,2.07194628794993,0.532025402733734
"244",2000,"086U",37,10.95126748,15.78670639,1.81942121825298,0.662838441272131
"245",2000,"087U",34,7.51584196,11.83324362,1.66169970266752,0.571981520503283
"246",2000,"088U",46,3.92153617,8.07584086,1.62582598532761,0.356910798544867
"247",2000,"089U",23,7.68421798,10.86080416,1.69558160700916,0.650349983633601
"248",2000,"090U",45,4.3730102,8.45544059,1.59758492007742,0.387597169426634
"249",2000,"091U",48,8.66931453,16.16683825,1.96810182994354,0.557912058546969
"250",2000,"092U",50,5.39591262,10.69258797,1.78293065611885,0.430887482702562
"251",2000,"093U",49,7.95758477,13.19650394,2.02042755849794,0.53294483654419
"252",2000,"094U",36,7.80072884,12.18319352,1.98886025690162,0.57324021604874
"253",2000,"095U",43,7.42929581,11.33996723,1.93306602474536,0.533189146050036
"254",2000,"096U",46,4.92741678,9.61811199,1.8439720515425,0.41654851064137
"255",2000,"097U",53,9.19453379,16.45816444,1.97715167291097,0.558802526888888
"256",2000,"098U",44,6.48163238,12.50647287,1.87392887336627,0.493889728182851
"257",2000,"099U",47,9.07268684,17.49638372,1.83569945038023,0.572775041985034
"258",2000,"100U",28,7.19152233,10.73254523,1.82540312037406,0.592071366615225
"259",2000,"101U",28,8.91412248,13.49147118,1.6353794709276,0.656513370570111
"260",2000,"102U",17,6.05127273,7.70651079,1.46383601944006,0.63541583334679
"261",2000,"103U",37,10.28614643,15.41560886,1.83294936303484,0.645486283520725
"262",2000,"104U",43,12.2778516,17.84024377,1.70968730681595,0.66675446106887
"263",2000,"105U",42,8.19825156,13.39526197,1.62813732101418,0.562896435963729
"264",2000,"106U",55,6.84559305,14.26956509,1.89699898531111,0.48002125235777
"265",2000,"107U",53,13.44010449,23.68089786,1.93089307241585,0.654421177645607
"266",2000,"108U",46,12.85383996,19.31371855,1.93931158898454,0.666984011253687
"267",2000,"109U",42,8.91773432,14.2180966,1.95179032803405,0.585402707581599
"268",2000,"110U",39,6.98352773,12.14438163,2.05201948925721,0.53050948298115
"269",2000,"111U",39,10.60557769,18.22303902,1.88878043937608,0.644558571115609
"270",2000,"112U",48,17.49814289,26.02063462,2.14665161824713,0.739329925407723
"271",2000,"113U",38,10.02129673,16.36526972,2.10997197938443,0.633582931291324
"272",2000,"114U",47,21.88567233,28.40707453,2.283697788786,0.801484127483815
"273",2000,"115U",46,6.83948935,12.48912376,1.93834296137428,0.502191997826589
"274",2000,"116U",34,5.2262666,9.78005615,1.77680761827847,0.468952952660526
"275",2000,"117U",24,7.23679061,12.4360254,1.92161260900541,0.62276409632957
"276",2000,"118U",11,3.95169946,5.85362099,1.81389357716778,0.573063280057838
"277",2000,"119U",18,6.02227171,9.0154475,2.00016174395311,0.621188103058229
"278",2000,"120U",30,10.76600161,14.61999001,2.01324914181644,0.698693107963714
"279",2000,"121U",41,9.17929303,13.8888288,1.86612208076975,0.596985907239581
"280",2000,"122U",21,4.82448412,8.80634558,1.69085153244506,0.516896768761343
"281",2000,"123U",40,10.19588972,16.15566586,2.2353310165614,0.629455285717545
"282",2000,"124U",42,14.46147935,21.48569763,1.99036465408506,0.714747099253916
"283",2000,"125U",41,11.06376713,17.77067181,1.95516099769364,0.647267779786771
"284",2000,"126U",40,5.30179211,10.82977687,2.05931448737118,0.45218200242117
"285",2000,"127U",45,13.58885352,19.40235451,2.15998740356134,0.685442922612318
"286",2000,"128U",42,12.30262866,17.66114964,2.189573163885,0.671491385829329
"287",2000,"129U",37,12.63835148,19.07209189,2.18405107552634,0.702518312715983
"288",2000,"130U",44,5.8601807,11.6665822,2.13250941887364,0.467254712445147
"289",2000,"131U",50,4.18991863,8.64056628,1.90530572948108,0.366225176045523
"290",2000,"132U",39,11.63611987,18.09532463,1.84006404687774,0.669871092476824
"291",2000,"133U",55,11.48031496,18.03179509,1.89833109728714,0.609041902256608
"292",2000,"134U",33,9.53620532,16.02865271,1.92680546607735,0.644956603437075
"293",2000,"135U",50,11.50933382,17.32324529,1.92260613824354,0.624525555950748
"294",2000,"136U",48,3.77472352,9.5983119,2.02718006202216,0.343130500313867
"295",2000,"137U",37,9.83156388,15.90698658,1.86499236236222,0.632968699178196
"296",2000,"138U",56,13.02738966,20.67554415,1.92788769256664,0.637721678765575
"297",2000,"139U",41,14.33739964,20.20551353,2.07170580179905,0.717064711418698
"298",2000,"140U",29,7.95121951,12.85790125,1.67919732969118,0.615724135729034
"299",2000,"141U",14,8.11425206,9.70744941,1.95767268603563,0.793321920591651
"300",2000,"142U",10,2.81666667,4.89944462,1.55688985258563,0.44973545423003
"301",2000,"143U",42,4.62026694,11.26295274,1.88731567272198,0.409467031412085
"302",2000,"144U",40,9.85231624,14.81620656,1.74399994548789,0.620163008196769
"303",2000,"145U",30,10.62585539,15.53617075,1.79380741446398,0.694840655649553
"304",2000,"146U",43,12.14916328,19.33479941,2.00872617772134,0.663953053498754
"305",2000,"147U",44,10.74880429,17.71911617,2.01311054729791,0.627556953893168
"306",2000,"148U",33,6.22011358,11.61462102,1.86541169434623,0.522746807999584
"307",2000,"149U",17,4.8890336,7.57221173,1.87334107337631,0.560139482607196
"308",2000,"150U",30,9.03133936,14.01261664,2.0605794919708,0.647037038000753
"309",2000,"151U",38,10.20215563,16.5958227,2.00133256862228,0.638500074451954
"310",2000,"152U",52,8.95749552,16.8476944,1.80929451906952,0.554886214757372
"311",2000,"153U",37,8.7831117,14.46077289,1.79416277693858,0.601739171427305
"312",2000,"154U",24,9.79682891,12.56238696,1.75408595872209,0.718067998333241
"313",2000,"155U",32,5.68432798,10.83433667,2.22709293160136,0.50139795991562
"314",2000,"156U",16,7.16282334,9.44878357,1.69391941401286,0.710132090194257
"315",2000,"157U",47,12.05953515,18.3192301,2.11897705155132,0.646690959333556
"316",2000,"158U",26,10.65478303,14.17764604,2.12362310983203,0.726193614731044
"317",2000,"159U",18,6.08726899,9.17562102,1.85138950386906,0.624902154932321
"318",2000,"160U",11,5.00434378,6.2616038,1.71860613197838,0.671549883503669
"319",2000,"161U",31,9.16902785,14.14397153,1.95039600633835,0.645264858034664
"320",2000,"162U",29,2.63388302,5.73654231,1.42272845542732,0.28760739798063
"321",2000,"163U",40,7.19440635,12.313764,1.94849801842411,0.534933128790066
"322",2000,"164U",36,10.74720129,16.0871954,1.80682142702844,0.662657409138072
"323",2000,"165U",16,6.17312557,8.20812123,1.38914039049112,0.656500284473982
"324",2000,"166U",34,6.63543973,12.49076113,1.73061723841857,0.536651010974278
"325",2000,"167U",25,5.39065537,9.23128588,1.59897014623136,0.52337121976686
"326",2000,"168U",30,8.15488669,12.01742187,1.87388609824307,0.617023097023394
"327",2000,"169U",38,10.02217412,17.52564678,2.02585536091918,0.633606998918015
"328",2000,"170U",38,5.8959288,10.41193694,1.71768977927635,0.487758090435197
"329",2000,"171U",23,10.14976339,13.37232794,1.86682747766419,0.739102111094226
"330",2000,"172U",39,9.84695488,16.044337,1.74814350188395,0.624300197075567
"331",2000,"173U",31,9.59579511,14.44566872,1.65397123550686,0.658512935202123
"332",2000,"174U",34,2.02039818,4.5488429,1.41546751987365,0.199439225438901
"333",2000,"175U",32,2.54051844,4.92266803,1.46044804354125,0.269024587379725
"334",2000,"176U",17,6.80902498,9.19704301,1.56657310317926,0.677057708757053
"335",2000,"177U",35,8.79179163,14.05056719,2.10177815918026,0.611422139182998
"336",2000,"178U",29,4.19215869,8.47984008,1.71607202440461,0.425628122358144
"337",2000,"179U",28,8.45464429,12.56997126,1.92626833935407,0.640631721263672
"338",2000,"180U",33,11.00464636,16.53761892,1.69771102284486,0.685918030448586
"339",2000,"181U",52,8.56757865,15.9220402,2.06363980762423,0.543622542008921
"340",2000,"182U",46,8.80910009,16.41394656,2.01482410861551,0.568291741953362
"341",2000,"183U",50,8.13187656,16.77956277,1.79342502107624,0.535730928307467
"342",2000,"184U",34,5.65246238,9.89724804,1.73755639739163,0.491183830335542
"343",2000,"185U",45,6.84637616,11.83667716,1.9474309232343,0.505355935692407
"344",2000,"186U",14,2.69846016,4.86242634,1.28894531491317,0.376149956085774
"345",2000,"187U",26,6.7816637,10.53138904,1.58017242807278,0.587527850513173
"346",2000,"188U",29,8.61197663,12.72817971,2.045915758583,0.639431156235434
"347",2000,"189U",59,12.12502703,19.14567327,2.16125846558599,0.611955549302778
"348",2000,"190U",51,10.00626486,15.43054923,1.99051546469394,0.585786755952389
